Statement,Impact,StateLength
නම tatoo එකකින් ගහගත්තත් යන කෙනා යනවා සත්තයි,Negative,44
"ණයට ඉල්ලන් ඩොලර් හිඟාකාලා මේ රට ගොඩදාන්න බෑ.
සදාකල් ඩොලර් ගේන තනි තිරසාර විසදුම මෙන්න.
තෙල් නැව් ගේන gflock අභියෝගය.
GFlock මගේ කොටස් 51% ජනතාවට පරිත්‍යාග කරනවා",Positive,164
රූපවාහිනීයෙ Program lineup එක හදන්න මට පුළුවන්.,Positive,47
හෙට අපි එනවා 9am to Chill with You,Positive,34
අපේ Show එක බලන්න කැමති නම් ඉක්මන් කර 011 7 22 21 21 ට කතා කර ටිකට් පතක් තමන් ළඟටම ගෙන්වා ගන්න .,Positive,96
"CORONA  කාලේ  ලංකාවේ ISP සිදුකරන DATA  මංකොල්ලය .....!🧐
මේ දවස්වල ඕගොල්ලන්ගෙත් Data සෑහෙන ඉක්මනින් ඉවරවෙනවනේද?",Negative,111
දියුනු රට වලත් මේ වන විට රෝගීන්ට ප්‍රමාණයවත් තරම් ventilators නෑ.,Negative,65
"ලංකාවේ ව්‍යාපාර විනාශ කරන්නේ උඩ පුටුවල ඉන්න දැනුමක් නැති නිලධාරීන්.
පලවෙනි Made in Srilanka වාහනය හදන්නේ මම.",Positive,109
තිලිණි ප්‍රියමාලී Asad Salige අනියම් බිරිදක්. ගේම් එක පිටිපස්සේ මුත් එක්ක ඉන්නේ හොර රහත් බොරැල්ල සිරිසුමන.,Negative,107
කෘෂිකර්මය විනාශකලේ පාදෙණිය මිසක් GMOA නෙවෙයි,Negative,44
මානසික වෛද්‍යවරයෙක් උනත් Depression වලින් සියදිවි හානී කරගන්න පුළුවන්.,Negative,70
"ඔන්න මේ වාසනාවන්තයො දෙන්නා එක්ක ගිය ට්‍රිප් එක.. ❤️🤘🏻
Next එකට ඔයාලා Ready ද?? 😍 යමුද රවුමක්??",Positive,95
"බ්‍රහ්මාස්ත්‍ර චිත්‍රපටියේ “කේසරියා” සිංදුවට cover එකක් කරන්න හිතුවා. @dimraaw_off ගේ music arrangement එකයි, @shithila_samadhi මල්ලිගේ video එකත් එක්ක ඔයාලාටම කරපු වැඩක් ❤️",Positive,173
"iPhone 14 Pro Max / Apple Watch 8 /  AirPods Pro 2
2022 ගන්න පුලුවන් Ultimate Apple Smart Mobile Gear එක. අරං එන ගමන්..
.
කලින් iPhone 14 වීඩියෝ එක නොබලපු අය YouTube එකෙන් බලන්න...",Positive,180
"Yeeey! Can’t wait to watch this!!!!
ඉවර වෙන්න කලින් tickets ගන්න🥳😍🤩",Positive,68
"අපි ජීවිතයට එකතු කරගන්න හැමදෙයක්ම, අපේ ජීවිතයේ හැඩය තීරණය කරනවා. Mosaic සමඟ ඔබේම හැඩයකින් ඔබේ නිවසත්, ජීවිතයත් හැඩ කරගන්න ♥️
.
#AModernStatement #Mosaic #Mosaics  #Lankatiles #MosaicsByLankatiles",Positive,196
කුඩ්ඩන්ට අලගල කරුවන්ට නොවන බව කරුනාවෙන් සලකන්න........,Negative,54
"හිරුණිකා මිනිහා ගෙන් අමමා තාත්තගෙන් හරි පන්සලකට හරි ගිහිල්ලා ඉගෙන ගනිං ඩෝ..
බුදුන් වදින්න - දෙයිහාමුදුරුවෝ වදින්න
පිං අරගෙන පිං ටික දෙයියන්ට දෙන්න
🙏🏾🙏🏾🙏🏾",Negative,156
"ඉරාජ් ෆිට් එක 
Let Them Know Who We Are
Fire For Fire Man 
We Them Artistic People 
Song Alerts🚨🤬😡☺️",Negative,104
මේක ගැන අහන්න ගිහින් අන්තිමට සම-හරක්ට මම රට පාවාදෙන මාධ්‍යවේදියා වුණා,Negative,69
"Wishing all the best to Chamari Athapaththu & co. to do well in the Semi Final of Women's Asia Cup 2022🇱🇰💪
ජයවේවා!!!",Positive,117
"ස්තුතියි 🙏""සිතින් විතරක්"" ආදරණීය ප්‍රසංගය වෙනුවෙන් ඇප කැපවූ ආදරණීය සහෝදර හැම හදවතකටම.. ♥️🙏
ඒ අපේ කමට ආදරෙයි හැමදාමත්.♥️
CEYLON ENTERTAINMENT 
TASMANIA",Positive,153
අපේ කොල්ලෝ සෙට් එක ඊයේ ඉදන් නිදිමරාගෙන ආවේ පට්ට Tired.. හැබැයි කාලෙකට පස්සේ අපේ රටේ මිනිස්සු ක්‍රිකට් නිසා සතුටු වෙද්දී.. අපේ කොල්ලෝ ටික ❤️🇱🇰🏆,Positive,142
"හැමදාමත් වගේ මගේ උපන්දිනයට නන් අයුරින් සුබ පැතුම් එක්කල ආදරණීය ඔබ සියළුදෙනාට හෘදයාංගම ස්තූතිය 💛
Thank you all so much for all the lovely wishes for my birthday. I feel honored and grateful to have you beautiful people around me 💛🫡
Much love!!",Positive,244
"ධම්මික ඇමතිතුමනි, 
ඔබෙත් අපෙත් සමාගම් එකතුවී මාසිකව ලංකාවට ගෙනෙන ඩොලර් මිලියන 700 ( ශුද්ධ / ආසන්න වශයෙන්) රජය වියදම් කරන විදිහ ""මට කියනු මැන"" ! 
If we don’t import vehicles , only essential items , not even medicine , we don’t settle loans including ISBs , no more government capital expenditure, only limited supply of LPG and fuel etc ! WTH !!",Negative,347
Return එක එකට දෙකයි,Negative,19
මුලින්ම කිව්වේ අපි Fav ලිස්ට් එකෙත් නෑ කියලා. ඉන්ඩියන් මීඩියා අපිව දැම්මේ දාන්න පුළුවන් පහලම තැනට..,Negative,99
"MARIANS + GYPSIES Fun දෙන නයිට් එක 🤩❤
දැන්ම කතා කරන්න පස්සේ දුක් නොවෙන්න 🥰
For Tickets - Saumya",Negative,97
සියලු දෙනා ආදරය කරන සෞන්දර්‍ය විශ්වවිද්‍යාලය විනාශ කරන දූශිතයන් දූශන වන්චා මම එලි කරනවා හෙට video එකකින් පුලුවන් නම් කියන දේවල් බොරු කියල ඔප්පු කරන්න ප්‍රසිද්දියෙ,Negative,162
"Say hi to ""Doctor Nithya"" 💙
on location “තත්පරයක් දෙන්න""",Positive,56
අගෝස්තු 01 වෙනිදා තබ්ලා ගැන කතාකරමු හරි Techniqs ගැන කතාකරමු Play කරමු ඉගෙන ගමු Subject එක Share කරගමු 🙏🙏🙏,Positive,106
